MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,PRICE
5.930831723286756,47,3.7838705286614553,3.8340682526843217,2954,6.496389165365697,34.44562288603399,-117.24234089468075,415729.8069371057
14.285357442943784,12,3.863617600135421,1.9232156737818804,387,2.5170874461386794,40.08098133458263,-122.71031432717527,293792.1439734569
11.113912156265373,16,6.959279987823349,0.9585157462970608,1792,1.036344732798555,39.516187507271155,-121.81688530899281,108985.93776711638
9.180548020857032,24,9.946082123234742,2.1210526346019254,699,3.4177807482277904,33.10604828440918,-115.70962394509422,394770.6957122501
2.7622702864153297,19,6.888920546614282,1.7167697887303648,3148,4.875910098306098,36.17861984149697,-122.16507802649107,469599.79026980785
2.7619205448749384,8,5.931607439804228,4.292203559722497,1201,6.477374688743637,35.18627184207094,-123.56027236706429,476288.10465663293
1.3422123764388922,31,7.5219846942010635,1.9100656291331441,827,8.619625840629489,35.39265903136329,-117.12654344876904,216057.97958502773
13.05955411373656,21,5.079891633010207,4.050196122992032,1823,2.6054605936967237,41.83799535576966,-120.19423117400055,110982.5931023393
9.216167670276528,17,1.353309551927224,4.5134246516483065,349,1.9550580670659892,38.60638542805931,-114.91559146403178,283279.83198487933
10.76705237804266,23,5.97313070607677,2.452178388094383,1279,9.664015516763813,39.317923499038244,-117.66739827484464,100674.1532071493
0.7984751672891355,37,9.610152617449497,4.594744147344764,308,1.7940099462629453,41.77786755449259,-123.37772642652506,470294.33833067777
14.563692856348919,16,2.4127870696904683,2.197931242834368,3417,5.20211784498614,36.083416933347564,-114.63186301401265,132610.83230981568
12.570418291606115,6,7.148044995550124,4.838352874205487,1151,6.187186304898376,40.11748160030166,-121.6627159108695,163744.63697802383
3.5789171048350044,8,2.6485899356633196,0.9018028603650782,1961,5.780644672348432,36.62804415139271,-120.86043259785588,232986.4370982367
3.136462024502959,25,5.729614697152347,3.5915866992645924,2335,1.5914958447030774,40.76056988224231,-120.19694378042787,222424.0108516066
3.1593653928747902,18,1.6894233367498206,2.722163182056179,766,1.3246476088332981,34.21624664245738,-123.777512176676,407598.3015790501
4.911512522913297,25,4.943412613575303,2.244419624550412,725,1.770447532641528,41.50301868211066,-119.23554269324782,255342.56924793305
8.10896825866745,12,7.7567026258362635,3.347203454368704,2810,6.187406691628034,34.578331229903355,-123.04215139103202,126845.7170015016
6.763202770310679,15,3.9976580229986345,3.6673569123544905,1620,5.807972966235753,35.599094816318846,-120.21010266777881,170244.45296873333
4.722822532871608,26,6.917187865282405,0.5196347134263909,383,2.950415286738047,39.68382622401442,-120.72276016248074,279101.0233343849
9.371866973474502,41,8.118139639265507,1.2512888993623943,3478,6.667522104979442,36.24067384487137,-116.41703114904966,116354.2628417607
2.5226609794546064,45,9.330035939210964,3.708707227854434,2436,8.344621018911974,38.27800807928124,-116.10766078134614,325245.05404070637
4.736097403760663,26,2.958707153070172,3.498734361101929,525,1.1825264305886627,36.72344826015957,-122.7351885996313,304586.28794801567
5.81224672775853,47,4.473706425445634,4.847213773079048,2687,5.38279548064199,39.55251440235293,-120.56117788873189,371616.04237201595
7.113014771147021,32,2.2022273226398403,3.9246700561285235,2986,7.14165579134475,34.669146897501804,-120.49179775747531,471967.07692071545
11.885051440198698,10,9.930848219857053,4.778477184791021,276,3.1212697290411207,33.05535087875033,-122.75561347185193,460514.55249552004
3.395269841296216,16,9.328408904903517,3.6614322569066315,2548,3.6314923286969716,35.34932927599413,-116.15577424847785,475734.0281309741
7.956399356997368,7,5.767605598581148,1.8412349388774942,2765,6.4454687075023305,37.00593231625009,-117.08627105097868,160122.01866066543
9.090011248499616,17,8.546706308263076,0.9741421501288541,337,9.06100469968238,34.09619049583045,-122.35810577977024,109204.38798770958
1.173530984439967,23,5.592813390902788,4.01820738505221,1974,8.251304666786673,35.87057425173569,-120.55943653234324,186024.51522340183
9.309400352570856,26,6.536988329625388,3.3986714966416214,2980,6.164798015716168,36.2998386737889,-123.22078874646355,452788.3277448416
2.972599793465727,21,1.6199447754673528,0.716837055769833,481,7.518039803366692,33.045222515038596,-117.89229270965095,487424.0635805697
1.443248098286553,22,7.748487868570632,2.1202270965544026,911,4.156366725911748,38.041418857749946,-123.06200636960408,436696.2279817142
14.258840290173332,7,1.9749640494441603,4.8055991696792875,1997,6.6968828585085705,40.90126256572723,-114.24347148002583,99507.97450739463
14.50166447958111,14,8.39982219832326,2.7518051556959056,3345,5.088870638373524,33.941557673054,-116.3370428381838,476342.59912690695
12.221761547688686,15,7.99465840656755,2.447281112088671,3130,2.5474124554095603,38.179176127314385,-120.31956679424324,240511.1123078537
4.916899653013875,7,7.320451219235382,2.559648223216823,1352,7.255992119670766,38.81502244665304,-118.39864789075058,54189.63084305915
1.9162456530925662,9,1.1326755008278115,1.4399722580232368,2034,5.9194746636091615,36.483679463983236,-115.00431347459262,249077.18333668713
10.421378884426275,51,3.588780874697023,2.1591822688915787,1755,4.099318553973041,39.16042707996056,-118.64818733996258,70731.12635396041
6.8822111592242186,48,3.2206356431797545,2.1641596519422945,109,9.184320548723402,36.401949663164615,-122.52011543874086,294745.0645225029
2.269554405249293,8,4.113254948737976,0.7355975908436259,3351,0.9925938840059461,37.29405423578563,-120.43722577307217,202349.3123466731
7.680065196613418,50,1.6063132702273144,3.954054328330632,328,3.705112991495363,32.569853923267054,-115.69992237669659,263045.72011732194
0.9986335561706667,23,9.420011971885778,2.3742699435674552,1800,1.3233088595543483,39.071341084279545,-117.72902723690589,325926.6623344027
13.68514583014234,29,5.8949806145538615,4.199809490673905,315,7.852051309238969,38.782755449974886,-117.66261127979523,440960.49311801913
4.252309733200246,18,3.6108236580538167,4.326566005039529,1135,7.259388577846892,32.864808334600276,-115.4584208459774,347855.7094123679
10.106573123132739,31,4.452229957083407,1.4539732461439612,2747,3.8484404123741163,35.998376020253765,-115.18147481388245,245321.9908151813
5.019810603296459,30,4.914263372644488,3.4580906697655784,781,7.016098700305071,41.80080248752084,-114.91811576784974,418742.5341516643
8.040986307078256,39,6.325467866917679,2.625268118733418,3301,4.442622481002738,36.49699734440186,-123.33253822881781,457511.9619079095
8.427299050477554,35,5.544250734807779,4.460705320646683,1521,7.757534881086395,37.268481348752495,-118.74991477997636,103891.98489448875
3.180389605120142,18,9.25840615357264,1.4708330562940435,156,4.978489697177696,41.144336502517326,-116.74680288357314,289369.8398987561
14.558977102586098,42,5.372064042733638,3.550159401395199,1497,4.592973496051322,39.313987820724684,-116.57934617970446,178030.38188409986
11.739425938736161,39,9.927853736374477,3.2348845501372514,1725,9.399515222492369,38.029666245680126,-118.11149473990595,71177.53904462633
14.122734652680743,17,8.63310961125488,1.8288566490732476,3344,3.108087718994442,40.07914447274019,-122.59876918112651,350846.0128012934
13.474996581200909,14,2.7182967320874893,1.1147040664302768,887,1.908115527968402,40.71147953133175,-116.16631034979503,438246.8498566515
9.169549692760734,31,9.36147597472403,3.4323789221477448,3074,6.1777966419870145,36.84043668150404,-116.95486439814755,123306.19451482732
13.867176407835194,24,1.87057086054638,3.823688561595488,2806,9.717760673014446,37.01352946685243,-123.42141513019983,415586.14593075524
1.7831412797528328,35,8.320537318118962,1.920323046935075,722,4.276120766290117,36.16748388869244,-119.56913978832137,434028.08009162376
3.3417515050776054,44,4.3017342999845365,3.401746718100412,913,1.37073822538479,41.68370833017538,-122.5254305248776,461453.19919991755
1.1557956892028018,45,8.87736374809464,2.2780890842517647,3358,3.92160845924802,39.123079415758326,-120.85773413372769,169378.2900887236
5.217289796067333,34,8.786121548988543,3.70943097477178,871,5.454571219739937,33.29061912897669,-124.11557285950201,456778.8793354502
6.135820700497489,3,8.214513681082114,1.396468737023239,13,2.289691661016366,40.69811642147368,-120.21663534221027,194298.2396313945
4.434560960721491,37,8.068280014024964,4.505967511862785,2656,6.854540406119726,37.065319437944545,-118.69125540420664,298552.10605497623
12.516693882702976,43,3.603048079701975,1.7933431840951088,498,9.979294378893846,33.15316211101363,-117.98025755316371,72728.36187452696
5.672923237057044,40,1.54445740407152,2.155036944902688,1757,4.956003179029283,37.722313924051456,-117.53239847968715,69746.48976593462
4.573550390467021,26,4.507417644639485,0.761413784361574,2286,4.063502721917956,36.46306065026917,-115.7698286063549,374167.9457294913
8.369093205794602,23,2.3964255378758796,1.0018049554457438,1118,4.486478334877093,40.83861934619493,-122.10227834578755,250015.99009000597
2.5434012621340583,44,7.1935500179026475,2.8213785622054766,3410,1.8593448412358504,34.43794873428918,-123.07108541112763,165331.56891614792
12.131856220933575,39,3.9841174841476263,1.7041670452758717,2829,8.92611713312126,40.35141379017574,-115.61432084664115,135686.0732112096
1.5809843333566769,15,9.775613847911217,4.259661015839875,1195,4.616396030796438,37.7980425662618,-122.70254928809497,351479.07088664814
14.8098605807075,49,6.6969431115770535,0.5661202489472923,2005,4.36292458510854,33.018797880527956,-114.3574471703708,50180.694811402944
11.697549154801532,4,8.36682118543612,2.205923219023713,2654,6.869150510960363,41.7325303625921,-115.7061100601339,412651.0261385844
3.3813773822454998,29,2.0192269892250057,2.0180549604609173,2709,4.866707472566336,37.3698448189804,-119.19105861992608,85662.32275846797
0.5800706982922348,22,8.730533236908128,0.5869743391292046,1648,6.763747913032183,35.263330115200034,-114.28950146579534,136170.32670865377
12.324190712595096,25,9.289366152723227,1.059657795502296,1591,1.3653058692032451,36.959364998897954,-123.30675736309836,223806.37788459033
10.749431485790447,13,5.28096965313421,2.3613920371338586,2897,8.286254762244493,40.649648943416146,-121.20872923601397,268186.4328722466
11.070603936594315,18,6.377527027308992,2.71789063001351,2984,9.452636366490504,35.3965796816581,-117.79011096658576,209747.80211627382
11.683420026946214,33,7.836250168307557,2.319303862646911,1491,6.76864155266635,34.330425766623655,-120.72992994157357,194320.47424293225
1.5736474501443103,16,2.4085153707957954,2.8892195528544224,2676,9.58200654550106,33.726176845843376,-114.83059996979591,483762.2054329348
5.697753063891953,45,5.42360790346367,3.178092537075567,143,2.1931772922036625,35.32966428470701,-123.63061390058625,338710.8565595274
2.180101363114381,42,4.4676998555052805,0.5446571950752603,1225,5.192228943219254,39.91045682688041,-118.69599931297816,60544.82991532469
13.014999675196107,44,2.1466407278926916,2.5884282175407676,3252,6.336621952298114,36.980450469354984,-118.27316407256983,243579.15879994092
9.53782283899959,2,4.181316685082089,4.835746583994148,2762,6.151977156274917,34.66107523508863,-117.64217313747231,443753.9148847866
5.298021360363413,35,1.4271852463465409,2.8356452605829694,3436,4.493448367619197,34.07875749629262,-121.69220452201549,185655.2838848006
1.4215960791473428,42,1.0374695439352803,3.5489402035652895,2527,3.910376566169605,35.660930026848604,-120.58142243929738,92550.35514847471
5.009243664877102,34,2.0435298602243694,1.9033873606259744,565,1.966781007463853,41.42928154241423,-115.69445859741722,391273.147215463
5.215158169387832,30,9.660659026620399,3.9829612016874316,2519,4.404030545172959,35.758753769605235,-122.31158375650436,322706.2243712366
11.079289585901929,13,5.855671730234156,3.978146668442518,2432,2.296479498970463,41.887178721569036,-115.8659479588317,306640.62852192676
9.74458333465059,13,9.685563882609623,2.845832214443625,1716,7.556164223728409,37.10968932977089,-118.56091468639202,74109.45182333357
13.364584767356735,18,4.778980480637214,4.892062204756461,2974,2.7212446065502274,34.202057223756434,-116.52568738582036,113224.5544079828
7.347116414848265,32,3.6687084243843877,1.0649759664319403,417,1.3388008086177114,40.96583087203834,-117.02120486411259,330147.2282959012
2.234116566105375,32,5.456505138130245,0.5762644920031145,1849,5.881768467918556,36.873376044780855,-122.18338274707423,143520.72865647613
10.842049414733427,35,4.843507535422773,3.965711952906932,2356,6.2761135410184945,39.24187776329298,-118.49811008837449,276831.53588679095
11.531383204945012,39,1.772115095208044,4.132199918141971,2697,8.821600163780651,41.84526004048694,-115.44922384138805,295196.75871322706
8.638519364757695,46,6.695602095149897,1.0409325310425932,1718,6.108230834242673,32.976665828039756,-119.89241438462031,177578.23562192274
11.679024109341134,29,2.7875512790883166,1.6951227483137274,1391,3.9784238542557,33.41859831798189,-114.44077414372217,476791.3199936718
7.660036147283666,49,6.500209185060031,0.5789856351498301,3073,8.187709310042148,39.344339043896184,-119.68740597896247,429108.84807600884
8.079626026038913,29,6.78185005006301,1.819888748512541,1068,5.7705658173242735,35.17733753130698,-122.84358650598757,375068.07843475934
6.69934476619897,44,2.1986286487835622,3.979138432634022,2787,1.529378618606964,34.25086327102594,-120.32776626320774,85097.23988423409
0.8685773377893802,16,1.3644165694181472,2.8308223747066052,1867,6.005825154881869,32.873937858287434,-114.59263545481652,97758.50868905874
2.0644256914029144,44,7.983006591829645,2.0664301692572966,1122,9.153770617879294,32.70754376386892,-121.03884733673348,271751.60563923005
0.9557231924576466,47,5.0301638986777455,2.1728268270784863,1289,4.446076154583629,39.85761322963801,-115.44539876935596,122321.00713594355
9.727950963324815,10,1.3351069186503772,0.5060913157196067,1807,3.5261973774781605,33.77711756001072,-115.31124304684472,490219.4585882633
5.058161725606737,30,9.952770117961858,1.8491023740435615,2188,2.1199190045657845,36.94334585172594,-120.728097451814,121334.10531233426
7.87427502188819,25,1.331581161166573,3.4090643373706873,1505,2.1932988018052875,38.25601974420509,-123.45077188788355,269360.5259587883
13.659713871928348,39,7.194324105498689,4.883874997173607,3309,4.781497655944734,36.56934210540404,-116.90950932658005,213854.47557867743
4.114737322658687,20,9.849846112423405,4.311773721427548,3022,6.2802543822860715,32.757513197194214,-121.12257455005734,337723.88965434406
